"ID","Comment","Time","Author","Channel","Votes","Photo","Heart","Reply","Time_parsed"
"{cid: UgxbnzxRGHqZa_NTvmF4AaABAg  "," Meine Pronom*innen sind Mi/Pen, ihr seid so brave!!! ❤  "," 3 weeks ago  "," @factsdontcareaboutfeelings3779  "," UC7XUs3uR_nBeToSSZGN9OVw  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_ky9jmo9kF5cND8cHHVfG1fsb6hITi5tDN3Mdm753hXBGopO-qmeVshVF1Qfs6O=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1710342112.442884}"
"{cid: Ugx3IYWS7xQi91Eggzp4AaABAg  "," \weibliche Geburtspronomen\, Alter, jetzt hab ich wirklich alles gehört. Absturz.  "," 3 weeks ago  "," @bw4091  "," UCZmITeetrVdPDRH2BDVzS7w  "," 1  "," https://yt3.ggpht.com/ytc/AIdro_k-Vn3VD-By4j_bYQPuq010CidyOHkKyyfua6ve8CNlJfQj0GkVXHAYsRuiLHvaxA=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1710342112.444369}"
"{cid: UgwAPnmpskFIDdkh0dl4AaABAg  "," \Ich benutze keine Pronomen  das bedeutet  dass ich die deutsche Sprache nicht zuende gelernt habe.\\n\nWie kann man nur so zwanghaft special sein wollen. 🤦  "," 3 weeks ago  "," @bw4091  "," UCZmITeetrVdPDRH2BDVzS7w  "," 1  "," https://yt3.ggpht.com/ytc/AIdro_k-Vn3VD-By4j_bYQPuq010CidyOHkKyyfua6ve8CNlJfQj0GkVXHAYsRuiLHvaxA=s176-c-k-c0x00ffffff-no-rj  "," false",NA,NA
" reply: false  time_parsed: 1710342112.445882}        ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"{cid: UgzmiCPm71k0z20mliJ4AaABAg  "," Es gibt Mann und Frau. Nur das. Eine als Frau geborene Frau bleibt für immer eine Frau und liebt einen Mann. Ein als Mann geborener Mann bleibt für immer einen Mann und liebt einen Mann. Alles andere ist Psychisch zu behandeln. (Meine Meinung)  "," 4 weeks ago  "," @nomarlies  "," UCgAqPOXUr4r4E-0GEvaU-Yg  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_nZa2L5tvX7AvSd4Ge5CNES4grhI0iSwAR0FOEKVgy-ONyNf84-qq6U12ADeVbgPcot_Q=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1709740912.447384}"
"{cid: UgxqvRNviIz1l0EVo0N4AaABAg  "," Eine person und ihr sagen hallo ihr wie geht es ihr 😂😂omg das ist so crazy 😅  "," 4 weeks ago  "," @niciflow8841  "," UC5T9Au-x8-qp-WaMESVPlQQ  "," 0  "," https://yt3.ggpht.com/Wp0s96oyWiD-WiWLO7_O-ydyQG_EtbQe3rrxiT0DGUCmEYHqu1jynldHI4OdPBEqSukTHKwYUaY=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1709740912.448887}"
"{cid: UgxfapWOPTsxIiZAeC14AaABAg  "," Überaus priviligierte Kandidaten,fern von natur und der realität. Respekt und Höflichkeit sind nichts neumodischich. Aufm Bauernhof würde sich sicherlich die Frau wünschen wenn sie schwanger ist das Ihr Mann anpacken kann. Aber klar ist das es heutzutage unnötig und irgw. abstrakte ist, weil wir ganz weit weg sind von Nachhaltigkeit und der Natur sind!  "," 4 weeks ago  "," @nourkabas6937  "," UCUaoDlF9c-A-QGTK0UbS6Jg  "," 1  "," https://yt3.ggpht.com/ytc/AIdro_m94aYNw6CCGyaFZcYrOSI7fXDvImMdZPuTce-WJ_I=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1709740912.450355}"
"{cid: UgzL2vOwBYJOvVX3S194AaABAg  "," Kaputte Welt 🫡  "," 4 weeks ago  "," @artem3041  "," UCKVOy_rD7Y7bQpZarbr-XKg  "," 1  "," https://yt3.ggpht.com/ytc/AIdro_kjPXLlPQY7NmOFljinETUMfJDI4V3YJlK4G8679qtF0D4=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1709740912.451838}"
"{cid: Ugy7EOOD1b7qHLe-Kot4AaABAg  "," Falls es jemanden interessiert, das Video hat 5350+ Dislikes  "," 4 weeks ago (edited)  "," @Velos3  "," UCYKddEC1TOzXx29-6FzxPhQ  "," 1  "," https://yt3.ggpht.com/ytc/AIdro_nYjKE92eN6FVhsaoJL10KKw0i2JA9bovUFw_cC=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1709740912.453326}"
"{cid: Ugyq9BPhDyEjwJAwb7t4AaABAg  "," die Menschheit hat wirklich keine existenziellen Probleme mehr😒  "," 1 month ago  "," @feliawuttke2089  "," UCosweYP1dUIzpwyuo4WTd-Q  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_njjFHb8CdhsKTzsaOOlDK6mS9YmZ9WnypF8SXfQBHum-Y=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1709481712.456124}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9Y1Kcb6W7dy  "," 1. Ach so, dass ist natürlich ne einfache Erklärung. Anstatt sich mal Gedanken zu machen wie man das im deutschen anpassen kann, wird einfach das englische genommen.\nGebe euch ne Lösung, Deutsch einfach abschaffen.\n\n\n2. Wie läuft das denn bei mehren Personen ab? Und dann noch mit Gendern?  Anna= e/ey und ae und Peter= xe und ze/zie.\nAnna und Peter gehen spazieren. (oder darf ich die Namen nicht mehr sagen? und es lautet: \Ae und Xe gehen spazieren\) Plötzlich fällt \ihnen\( welches Wort benutzt man an dieser Stelle) auf, dass der vorbeikommende/r Läufer/in zusammen bricht. Sie( keine Ahnung welches Wort)  wollen ihr/ihm Helfen.\nIch glaube jeder weiß was ich meine.\n\n3.Man muss doch aber irgendwo grenzen setzen.\nSonst können doch noch 50 mehr Pronomen/Gender entstehen und jeder macht sein eigens Ding. Es müssen doch Regeln aufgestellt werden .Es gibt inzwischen 78 Gender Pronome und ich soll von all denen die verscheiden Formen kenn, wie ich sie im Alltag verwenden soll? Ich bitte euch, wer soll sich das denn alles merken.  Kenne  auch keinen, der dieses Cis im Alltag benutzt.\n\n4. Wie soll das dann im Alltag ablaufen? Wenn ich dann mit jemanden rede mit seinen \special\ Pronomen, muss ich mir doch jedes mal erstmal voll den Kopf machen, wie ich den Satz Formuliere, sonst fühlt die Person sich gleich wieder beleidigt.\n\nDann sollst du noch am besten aufs Gendern achten, keine \Trigger/Buzz\ Wörter benutzen, \Cultural Appropriation\ und was auch immer noch kommt.\n\nirgendwann wird das so sein. Ich schreibe einen Satz:\n\Heute ist ein schöner Sonniger Tag  mit wunderschönen blauen Himmel\\n\nBabara: \ Ich finde das ganz schön intolerant von dir. Hast du mal an die Leute gedacht die Blind sind? Schäm dich.\\nJochen: \ Barbara  dass heißt Sehbehindert und nicht Blind\\nDieter: \ Sehbehindert ist diskriminierend. Das heißt Personen mit Seh-Einschränkungen.\\n\nRonja: \Kannst du das Wort Blau ändern oder streichen? Es gibt nämlich Leute die Farbenblind sind\. (warum auch immer du hier wieder blind schreiben kannst)\nUnd dann kommt der nächste, der sich verletzt wird. Im Prinzip ,egal was mach schreibt/sagt, irgendwer fühlt sich immer verletzt. Da kann man noch so Tolerant oder Inklusiv sein wie man will.\n\nDas war natürlich nur ein Beispiel ,aber so ne ähnliche Diskussion über \Blinde\ hab ich wirklich schon auf Twitter gelesen.\n\nWas ich sagen will. Mann kann es leider nicht allen recht machen. Es werden immer wieder Leute sich benachteiligt fühlen oder hintergangen/ausgestoßen fühlen. Was man machen kann, jeden Menschen mit Respekt zu behandeln, Freundlich und Nett sein, ältere Mitmenschen zu helfen und für Geistig/Körperlich- Beeinträchtigte den Alltag zu erleichtern.( Rampen bauen, Stille Zeiten einzuführen beim Einkaufen etc) Da steh ich voll dahinter keine Frage.\n\nMein Name wird z.b. zu 95 Prozent immer falsch gesagt.\nIch würde nie auf die Idee kommen, mich Diskriminierend zu fühlen oder ein Aufschrei zu machen.  "," 2 years ago  "," @alexanderraeithel  "," UChMie7tl0cLtAglzJHeQyMg  "," 76  "," https://yt3.ggpht.com/ytc/AIdro_nOLhAJfHPBE4fcXXyoWmERJJurlf6qfVf24L8Uqy4inw=s176-c-k-c0x00ffffff-no-rj  "," false",NA,NA
" reply: true  time_parsed: 1648998112.68585}        ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9Y3AyVZDIFr  "," Ich find das Pronomen Thema einfach nur noch nervig, als ob es keine wichtigeren Dinge gibt. 2 Jahre Corona, russland und china verbünden sich gegen usa, wir schicken 5000 helme; Klimawandel, Steigen des Meeresspiegels, inflation, heizkosten, kein bafög mehr, keine Vorlesungen mehr, das Gefühl keine Zukunftsperspektive zu haben: ich glaube das sind themen , die ein Großteil unserer Generation bewegt. Sorry leute aber eurer Pronomen video wird doch vor allem geklickt um sich über euch aufzuregen… ist ja auch zum aufregen. Wen interessiert das denn? wenn man nicht ganz abgeschottet in seiner woken bubble in Köln ehrenfeld runläuft dann hat man glaube ich echt andere Sorgen und sowas hier geht einem aufn Keks weil man realisiert wie unterschiedlich die Gewichtung von den dargestellten Themen zum realen Leben und den realen Sorgen ist.  "," 2 years ago  "," @user-nn4zp1gb5q  "," UCLoF3OrgLN_ADupV65CoNXQ  "," 29  "," https://yt3.ggpht.com/ytc/AIdro_l7ONMp_0SJnFC4d0XdhS1Zg1b3bhRUCVsVfPjYgqxyrR4=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998112.687394}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9Y3q1bn9Dmu  "," Aha,\nWir sollen uns damit abfinden das Pseudo-Wissenschaft aus US (die von pädophilen 'Sexologen' vie Kinsey, Money, Foucault, Butler als QUEER THEORY - das bedeutet THEORIE! - in den 70ern erfunden wurde) und via social media und Akademia nun global als Wahrheit verbreitet wird uns sollen nicht kritisch hinterfragen warum GenZ, die ja sonst total materiell sind PLÖTZLICH an dämliche Worte und \Identität\ gekoppelt werden? Sag mal HACKT ES BEI EUCH?  "," 2 years ago  "," @roxieradical  "," UCKlU0V4mr4n5xdLbVnKEviw  "," 14  "," https://yt3.ggpht.com/ytc/AIdro_nBqREnp1qfF4mrxjfajLexeNrtFfkzTtc77-pMfa8=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998112.688965}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9Y8GEwYtlqi  ","  @user-nn4zp1gb5q  Das soll die neue Menschheit werden. Der neue Normalzustand! Das wird nicht zu ertragen sein für Menschen, die eine gewisse Zeit ohne diese Psychohölle gelebt haben.  "," 2 years ago  "," @crashoverwrite5196  "," UCx_xdCccL7sjr3oOVQa54kQ  "," 3  "," https://yt3.ggpht.com/hx6pKqbTwFfYR1_O1vbNt2nwLPnjZ5g-aKvRF4bqHxwT2dLz9ccf6-_zhd46ctwU52LcrIO7LQ=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998112.690456}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9Y8GRGjT44P  ","  @roxieradical  Soziale Transformation der Gesellschaft. Es wird höllisch werden.  "," 2 years ago  "," @crashoverwrite5196  "," UCx_xdCccL7sjr3oOVQa54kQ  "," 15  "," https://yt3.ggpht.com/hx6pKqbTwFfYR1_O1vbNt2nwLPnjZ5g-aKvRF4bqHxwT2dLz9ccf6-_zhd46ctwU52LcrIO7LQ=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998112.691927}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9Y8GfrWBENX  "," Schön, das ihr sofort löscht was euch nicht passt! Soll das jetzt Moralisch gut sein? \nEs war klar, dass dieser Ideologische Schmarn aus den USA mit Zeitverzögerung rüber schwabt. Das dürfte auch der Grund dafür sein, das manche automatisiert she oder he ausgesprochen haben. Ach und dieser Androgyne kram ist hoch Okkult und hat  zu 100% mit Satanismus zu tun, wenn es auf diese Weise ausgeübt wird...Sehr destruktiv! \nEs ist Wahrheit!!!  "," 2 years ago  "," @crashoverwrite5196  "," UCx_xdCccL7sjr3oOVQa54kQ  "," 8  "," https://yt3.ggpht.com/hx6pKqbTwFfYR1_O1vbNt2nwLPnjZ5g-aKvRF4bqHxwT2dLz9ccf6-_zhd46ctwU52LcrIO7LQ=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998112.693474}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9Y8cfyvSNs7  ","  @crashoverwrite5196  Deine Polemik unterstütze ich nicht. Ich glaube an keine Verschwörungen. Bitte bezieh dich nicht auf meinen kommentar, denn ich möchte ernst genommen werden.  "," 2 years ago  "," @user-nn4zp1gb5q  "," UCLoF3OrgLN_ADupV65CoNXQ  "," 2  "," https://yt3.ggpht.com/ytc/AIdro_l7ONMp_0SJnFC4d0XdhS1Zg1b3bhRUCVsVfPjYgqxyrR4=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998112.695048}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9Y9L4qsDpbX  ","  @user-nn4zp1gb5q  Polemik? Verchwörung? Wie wäre es mit mehr Bildung... Wenn du die Realität, die dir Die Politiker ins Gesicht sagen und lautstark verkünden nicht Wahr haben willst, heißt das nicht das sie nicht existiert! Die Große Transformation, ist kein Geheimnis!  "," 2 years ago  "," @crashoverwrite5196  "," UCx_xdCccL7sjr3oOVQa54kQ  "," 0  "," https://yt3.ggpht.com/hx6pKqbTwFfYR1_O1vbNt2nwLPnjZ5g-aKvRF4bqHxwT2dLz9ccf6-_zhd46ctwU52LcrIO7LQ=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998112.696564}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9Y9XSAnN-9e  "," \ Du kannst die Pronomen herausfinden  indem du die Person ganz einfach fragst!\\n\nUnd wenn ich nicht will? Wenn mich dieser ganze Scheiss einfach nicht interessiert? Wieso könnt ihr nicht so tolerant sein und es akzeptieren, dass Menschen euren Unsinn einfach nicht mittragen wollen? Ich mein, schliesslich kann ich auch jede Art von Religion ablehnen und muss den Mist nicht mittragen. Wieso sind die, die immer toleranz fordern, diejenigen, die Toleranz verweigern?  "," 2 years ago  "," @Aarongoldfein_  "," UCmePJrx8utdt1LDIkI2HpLw  "," 18  "," https://yt3.ggpht.com/v5DpbfPQhtUM-SuQPmNGJRCZ_FwxhaSJ4IYMtI_dVv6sga_NhBxr8B72BKgUMCdTJ9nOhqClkR0=s176-c-k-c0x00ffffff-no-rj  "," false  "," true",NA
" time_parsed: 1648998112.698055}         ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9YCCZkWEKyG  "," Die Menschen in diesem Video brauchen ganz dringend professionelle psychologische Hilfe und ihr stellt sie so dar als wären das irgendwelche Helden und unterstützt deren absurde Selbstwahrnehmung, absolut bescheuert.  "," 2 years ago (edited)  "," @Komnenos83  "," UC5W2dI5NyXnH5l6y4PZBnnw  "," 16  "," https://yt3.ggpht.com/uOJRvWg0uwac2aZ16tmEIUu34n3CUdjileGqvyev7oxYes8kbpvt6d5dyS0VTnGiPapBELjMiQ=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998112.70008}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9YEMV0elvpf  "," Dieser Kanal ist das Paradebeispiel, warum der ÖRR reformiert und der Rundfunkbeitrag deutlich gekürzt gehört.  "," 2 years ago  "," @2manyfandoms446  "," UCua3__GtqtHukXXiXOLGNkQ  "," 46  "," https://yt3.ggpht.com/ytc/AIdro_lrqTYtUyId_Pqcszd2FeCe-ZrOwkpBV9zRKZphm81Fxg=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998113.203881}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9YFqiiCsikG  ","  @user-nn4zp1gb5q  du klingst mehr als naiv wenn du behauptest „ich glaube nicht an verschwörungen“. haben die medien mit ihrem querdenkerscheiss alles richtig gemacht im bezug auf dich.  "," 2 years ago  "," @ICA_Ghost  "," UCiosej4ZIXTeG4ni9G--RmA  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_m7W4xAbZRvvXlaOK8qPf-vOAQlliVREINwVCOW=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998113.205589}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9YKFjx7c_w9  "," Sollte man sich nicht über jeden lustig machen können? Wollen die ne sonderstellung oder gleichberechtigung ? Manche Dinge sind witzig .. sie sind kein Grund andere Menschen zu hassen aber den Humor abdrehen weil man anders ist? Wenn der König die Witze des hofnarren nicht ertragen konnte und er zb umgebracht wurde wusste die Bevölkerung der König ist ein tyrann .. .. machen die Leute ihren selbstwert von meinen Witzen abhängig? Auweia dann läuft mächtig was schief ..  "," 2 years ago  "," @stefanadolfspies  "," UCUVwCBCSAiAfZ9QKK1qCqDQ  "," 5  "," https://yt3.ggpht.com/ytc/AIdro_lpk0CfSvRetDSSKG1FNS7brMxOE1CuqKPfDtpz4A=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998113.207192}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9YMDtmedJCy  ","  @copeenthuisiast5453  vielleicht löst das dann ja das problem  "," 2 years ago  "," @joshydillens148  "," UCYbP3BgR7tIQcnYNWdIA8bQ  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_mxdYDZmM3PxJWHAg6tjsx_Z0MevB5eMgaSs0yqmyzHZHY=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998113.208789}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9YME0p5luwE  ","  @stefanadolfspies  wenn nicht über so einen abgehobenen Narzissten quatsch sich lustig machen, ganz ehrlich, worüber dann? Das ist krank und diese Leute brauchen Hilfe - nicht noch mehr Aufmerksamkeit  "," 2 years ago  "," @joshydillens148  "," UCYbP3BgR7tIQcnYNWdIA8bQ  "," 17  "," https://yt3.ggpht.com/ytc/AIdro_mxdYDZmM3PxJWHAg6tjsx_Z0MevB5eMgaSs0yqmyzHZHY=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998113.210386}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9YMHV0Ra8MN  ","  @joshydillens148  absolut.. bin da voll auf deiner Seite.. :)  "," 2 years ago  "," @stefanadolfspies  "," UCUVwCBCSAiAfZ9QKK1qCqDQ  "," 3  "," https://yt3.ggpht.com/ytc/AIdro_lpk0CfSvRetDSSKG1FNS7brMxOE1CuqKPfDtpz4A=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998113.211903}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9YOGnAPDUll  "," Meine Anregung wär diesen Kanal zu schließen. Eigentlich das Beste was ihr machen könnt, bevor es noch peinlicher wird.  "," 2 years ago  "," @bongsilla8109  "," UCp382BA9895KtYi0l_QHU0Q  "," 31  "," https://yt3.ggpht.com/ytc/AIdro_keiNH7cSC4jlwUd6dBkpu7rRMGyyHPiNXtawKx=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998113.213398}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9YOHbQk_iHF  ","  @bongsilla8109  Peinlich, an der Realität vorbei, gelebte und gefeierte Psychosen. Absurd und wirklich krank.  "," 2 years ago  "," @joshydillens148  "," UCYbP3BgR7tIQcnYNWdIA8bQ  "," 2  "," https://yt3.ggpht.com/ytc/AIdro_mxdYDZmM3PxJWHAg6tjsx_Z0MevB5eMgaSs0yqmyzHZHY=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998113.214898}"
"{cid: UgxyrGMr-Ciaj8tnCX14AaABAg.9Xzjf8jqJQn9YOHyJnERwp  ","  @Aarongoldfein_  Die Menschen reisen zwar unter der Flagge der Toleranz, sind aber selbst das intoleranteste und rassistischste das auf dieser Welt zu finden ist.\nEs wird permanent versucht anderen ihre verschrobene übersexualisierte Idiologie aufzuzwingen. Jeder der das nicht möchte wird mit Buzzwörtern wie Rassist, Frauenfeind, Homophobie etc. betiltelt. Wenn man Glück hat, wird ausnahnsweise mal nicht sofort versucht für eine andere Meinung einem das Leben zu zerstören.  "," 2 years ago  "," @bongsilla8109  "," UCp382BA9895KtYi0l_QHU0Q  "," 4  "," https://yt3.ggpht.com/ytc/AIdro_keiNH7cSC4jlwUd6dBkpu7rRMGyyHPiNXtawKx=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1648998113.216419}"
