"ID","Comment","Time","Author","Channel","Votes","Photo","Heart","Reply","Time_parsed"
"{cid: UgyEpSF19-8oV3ad1J54AaABAg  "," ❤❤  "," 7 months ago  "," @lisamahringer765  "," UC16S-ytipLpxvzOUWIg2ewA  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_nEXjU6NVkKPJAsIzTGAdzw4apIGUQqQZAVQo0xQww=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1693772430.702152}"
"{cid: UgyF_tiKO2hy7Nv0b_t4AaABAg  "," Ich finde der Ansatz ist komplett falsch was psychologische Hilfe angeht. Man sollte nicht nur zum Psychologen gehen, damit einem bestätigt wird, dass man ein anderes Geschlecht hat. Sondern wenn man so verloren ist und nicht mehr weiss was man genau ist, und krankhaft versucht sich als was dazwischen zu identifizieren, genau da sollte psychologische Hilfe angeboten werden, damit man sich als Frau auch normal akzeptiert und sich so gut fühlt in seiner Haut. \nIch geh doch auch nicht zum Arzt, und lasse mir z.b. eine Depression bestätigen, sondern lasse diese behandeln.  "," 7 months ago  "," @nattid8146  "," UCKCjelMgAcwYL4zlYTWvLeA  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_lC9XVf0Us_2i7dCDxBG3L8sgDucwJXVky7AZKzm0MjEo-VAUZpsZcs2Xmieb73=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1693772430.705227}"
"{cid: Ugwd_ljVWJuuHiRbkX54AaABAg  "," Aber wenn du jetzt die Brüste entfernt hast ,heißt das nicht das du dich mehr wie ein Mann fühlst ?als eine Frau das ergibt für mich kein Sinn  "," 8 months ago  "," @johannahant6292  "," UCU2XuTu3nFzHuTlnOSkf10g  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_mlu5gdMT44xR6PLeXM75xL_iq7iy-2ucme1yqMH-I=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1691094030.707116}"
"{cid: UgxYO6GG8hFoHGV-nG94AaABAg  "," Mal eine ernste Frage: was für Hormone nehmen solche Menschen?  "," 9 months ago  "," @MrMaltonno  "," UCD09kvNaJz5ucfia8winGMQ  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_l66CiNh_2YIE8HpX1G2gCcGNJbg7NoY-hLxLvtUg=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1688415630.708978}"
"{cid: UgyReKu33cwZS8Add7J4AaABAg  "," Wahnsinn. Das ist ein junger Mensch, der wie Milliarden anderer junger Menschen vor ihm beim Erwachsenwerden zeitweilig orientierungslos war und Probleme hatte Normen und Werte zu übernehmen. Jetzt haben wir es mit einer Art Überakzeptanz zu tun, die dieses Gefühl der Orientierungslosigkeit nicht etwa versucht aufzulösen oder zu normalisieren, sondern das Individuum in allem bestärkt, was ihm durch den Kopf geht. \Bloß nicht hinterfragen  es könnten Gefühle verletzt werden!\ Mit Normalisieren meine ich, dass die Menschen darin zu bestärken, dass es normal ist wenn man Identifikationsschwierigkeiten hat, sich orientierungslos fühlt. Das ging den meisten von uns in der Pubertät so. \n\nNun werden aber von einigen wenigen biologische Fakten als nichtig erklärt und die Menschen darin bestärkt, dass es normal ist sich nicht mit seinem Körper zu identifizieren. Ich glaube übrigens sehr wohl an Transsexualität und daran, dass Menschen sich in seltenen Fällen im falschen Geschlecht geboren fühlen. Bei dieser Frau ist die Identitätsstörung aber so ausgebildet, dass sie sich freiwillig Organe entfernen lässt. Das ist grotesk. Es ist ok, dass man absurde Ideen hat. Es liegt aber auch in der Verantwortung der Gesellschaft, dass man solchen Extremansichten etwas entgegensetzt, aber vor allem muss man diese Ansichten nicht teilen. Formate wie dieses hier (Funk typisch) zeigen stets immer nur eine Seite. Nie hinterfragen sie Grundsätzliches, nie stellen sie Gegenthesen auf, sie bestärken stets nur die Sicht derjenigen die sich in Szene setzen.  "," 9 months ago  "," @JeMiero  "," UCjVeB_N7CZgR_DjwmvszS4A  "," 1  "," https://yt3.ggpht.com/ytc/AIdro_kqJeSJvAQB63CRfpKoNvaDtrgyOGtZ-LhzAxRrzCw=s176-c-k-c0x00ffffff-no-rj  "," false  "," false",NA
" time_parsed: 1688415630.710837}         ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"{cid: Ugy2PXq2PZ1NFYSLtUh4AaABAg  "," Nichtbinär ist also eine Trance in der Entwicklung. Praktisch so etwas wie ein Huhn, das entweder eine Henne oder ein Hahn wird.  "," 10 months ago  "," @abracadabra1545  "," UC_iTLPsyJlFTjhZLSnV80Ew  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_nBbYMMW5QrCTCd_RpakYUkP4b5dROOdetYqCPs4uY=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1685823630.71278}"
"{cid: UgzS2D2xjLTgr_4V68p4AaABAg  "," wir sind nicht männlich oder weiblich oder männlich und weiblich, sondern bei uns ist männlich und weiblich verschmolzen  "," 10 months ago  "," @alien77778  "," UCrSXpznMxiW7C8rJpg6zEYQ  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_kc62HN1R2aX1ZlqD9PYieNJYblJjqjVvtuVZ8Swb9npWD4AGHvImJ74cjkr8WbxrDZFA=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1685823630.714762}"
"{cid: Ugyp1LhnfyojtnoW-ad4AaABAg  "," man kann ja einfach den Namen sagen - zb.: ich finde Cato hat blablabla - anstatt: er/sie/they was auch immer hat blablabla  "," 10 months ago  "," @alien77778  "," UCrSXpznMxiW7C8rJpg6zEYQ  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_kc62HN1R2aX1ZlqD9PYieNJYblJjqjVvtuVZ8Swb9npWD4AGHvImJ74cjkr8WbxrDZFA=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1685823630.716666}"
"{cid: UgywekZ92_K2lHaBoyJ4AaABAg  "," Ich würde sagen ich fühle mich schön weiblich, meistens aber nicht zu 100% deshalb würde ich sogar fast schon she/they benutzen, komme aber mit her auch klar.  "," 11 months ago  "," @torquoiseangelfox  "," UC1PtC61FBqVcq7ETHVpGr4A  "," 0  "," https://yt3.ggpht.com/MkNESvtEdfq1lAhEsw_fY2N2z6gjn15H0ejZYel1b8KbdAw1rUishokAPeNQuxerfh5nVObSA2E=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1683145230.718561}"
"{cid: UgxVK17GE5JCmL6T7e54AaABAg  "," Selbstverletzendes Verhalten zu propagieren ist schon ein starkes Stück. Wo kann man das melden?  "," 11 months ago  "," @tinakrisnaibot3233  "," UCr5Qj2iVR3EVeWX-T33Xq1A  "," 1  "," https://yt3.ggpht.com/ytc/AIdro_n8nrZLdqq4sWERVo_kUTuUjrfpCxyjVm49ktAP-GE=s176-c-k-c0x00ffffff-no-rj  "," false  "," false  "," 1683145230.720469}"
"{cid: Ugyf9-33Lv9LxrfteVx4AaABAg.9NlMLzaPP5b9NlNKrJtijH  "," Grüße auch aus der Community an Yoshi. Kam sehr sympathisch rüber ✌  "," 2 years ago  "," @FaeSparrow  "," UCrNENId0NbiPKNl5FILRdWA  "," 27  "," https://yt3.ggpht.com/C-O14UFnzLwWmyiz7gB7kGMJHomb6L-8_GPWJRY_N04JzV9RBHb33RpsY3RPQvNUXUCpd44Wn1Y=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1649017230.939129}"
"{cid: Ugyf9-33Lv9LxrfteVx4AaABAg.9NlMLzaPP5b9NlOdcPYAPa  "," Yoshi wir haben es schon immer gewusst und werden dich weiterhin als unser Kind annehmen. Es ist uns egal was du spürst, was wirklich wichtig ist, dass du unser Kind bist und glücklich bist.  "," 2 years ago  "," @benedikt6517  "," UC3ELeSAuGPSYEjvEkGUQR0w  "," 51  "," https://yt3.ggpht.com/ytc/AIdro_nO7rWYUGO9D52cVFTtbd5c-L55FsTXFhWSp8fpOs1cwhk=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1649017230.940695}"
"{cid: Ugyf9-33Lv9LxrfteVx4AaABAg.9NlMLzaPP5b9NlP2WDSHDy  ","  @benedikt6517  An Ihrer Reaktion sollten sich so manch Eltern mal ein Beispiel nehmen ❤👍  "," 2 years ago  "," @Quenx  "," UCnZnh9BH28f4_uziybrhUqA  "," 10  "," https://yt3.ggpht.com/ytc/AIdro_lvNfQRtCqLkKN5ZClfGbbOwm1NOjsaTVXgPr9fSatJsnQ=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1649017230.942228}"
"{cid: Ugyf9-33Lv9LxrfteVx4AaABAg.9NlMLzaPP5b9NlPI7vxywj  ","  @Quenx  sind hier alle so dumm und glauben diesem Kommentar, der Kanal hat gaming Channels animiert, das wir wohl kaum ein Account eines Eltern Teiles sein  "," 2 years ago  "," @lolaha4294  "," UCe8NC2F72twfHWaR1TOysUg  "," 7  "," https://yt3.ggpht.com/ytc/AIdro_ljsebbwOnC7Zpn-VHcYA3xbYIt8Yc_nhmiuQ=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1649017230.943744}"
"{cid: Ugyf9-33Lv9LxrfteVx4AaABAg.9NlMLzaPP5b9NlPzCTx56a  ","  @lolaha4294  Ich finde es auch schockierend wie wenig Medienkompetenz viele scheinbar haben. Da Kann man nur melden und hoffen das der Kommentar vom Die Frage Kanal blockiert wird.  "," 2 years ago  "," @TheCinnaj  "," UCxG_OgBw1Ngye4_sSxQkuHw  "," 0  "," https://yt3.ggpht.com/ytc/AIdro_lHfUrXqLBSC92ftKjnzCcOED1z3Zd16X-atg=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1649017230.945261}"
"{cid: Ugyf9-33Lv9LxrfteVx4AaABAg.9NlMLzaPP5b9NlQA5CzYhq  ","  @lolaha4294  Ah jo stimmt im Alter zwischen 44-55 (+/- paar Jahren) ist es absolut unmöglich sich für Gaming zu interessieren, hab ich doch glatt das Pauschalisieren vergessen, sorry ...  "," 2 years ago  "," @Quenx  "," UCnZnh9BH28f4_uziybrhUqA  "," 20  "," https://yt3.ggpht.com/ytc/AIdro_lvNfQRtCqLkKN5ZClfGbbOwm1NOjsaTVXgPr9fSatJsnQ=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1649017230.946758}"
"{cid: Ugyf9-33Lv9LxrfteVx4AaABAg.9NlMLzaPP5b9NlT6jCZ5ec  "," Ich verstehe echt nicht wieso manche Menschen ein Problem mit nicht binären Leuten haben. Mir sind andere Leute und deren Vorlieben oder Geschlecht sowas von egal. (Positiv gemeint) Hauptsache man ist kein Arschloch und alles andere interessiert mich absolut nicht  "," 2 years ago  "," @Puppepoppy  "," UCrvE8a6SJRgSMwV0QTg_JiQ  "," 1  "," https://yt3.ggpht.com/ytc/AIdro_n1r-enSmtcMqVGnJdbmiq6pT3DeJ7bV2I9YA=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1649017230.948284}"
"{cid: Ugyf9-33Lv9LxrfteVx4AaABAg.9NlMLzaPP5b9NlTXvF-N5n  "," Ihr wolltet ja wissen, warum manche ein Problem mit dem Thema non-binary haben. Ich würde über mich sagen, ich habe generell manchmal leichte Probleme mit bestimmten Ansichten aus der LGBTQ+ Community. Darunter fällt nicht nur Kato und deren Idee von non-binary, sondern z.B. auch das Thema transgender sein. \n\nIn diesem Video (ab 3:12) hat Kato ja gemutmaßt, dass man negative Reaktionen auf das Thema evtl. damit erklären könnte, dass die Leute einfach zu konservativ sind, und nicht zwischen Geschlechtsidentität und biologischem Geschlecht trennen (können). \n\nIch für meinen Teil bin aus einem ganz anderen Grund manchmal genervt von Leuten wie Kato: \n\nIch verfolge im Rahmen der Förderung der Akzeptanz von LGBTQ+ Menschen und der Förderung feministischer Anliegen die Strategie, mich für eine getrennte Wahrnehmung von biologischem und sozialem Geschlecht einzusetzen (z.B. durch Argumentation), um dann in einem zweiten Schritt dem sozialen Geschlecht grundsätzlich die Sinnhaftigkeit/Existenzberechtigung abzusprechen, und ihm dadurch letzten Endes die Wirkmächtigkeit zu entziehen. Dadurch, dass ich für mich das Konzept von Geschlechterrollen grundsätzlich ablehne, gestehe ich mir die Freiheit zu, mich auf Basis anderer, selbst ausgesuchter Rollen und Erwägungen zu Handlungen zu entscheiden. Mit anderen Worten, ich lasse mir Handlungsentscheidungen nicht dadurch verbieten oder madig machen, dass sie nicht mit irgendeiner Geschlechterrolle konform gehen, unabhängig davon, ob ich mir diese Rolle jetzt selbst ausgesucht habe oder sie durch meinen Körper vermeintlich vorgegeben ist. \nDurch eine grundsätzliche Dekonstruktion und Zersetzung der Geschlechterrollen kann ich in meinen Augen sehr wirkungsvoll der Einschränkung meiner eigenen Handlungsmöglichkeiten durch externe Erwartungen an meine (Geschlechter-)Rollenkonformität entgegenwirken. \n\nEinige LGBTQ+ Personen untergraben mein Vorhaben, indem sie Geschlechterrollen nicht grundsätzlich in die Tonne treten, sondern lediglich deren Kopplung an körperliche Merkmale in Frage stellen (wobei sogar das manchmal nur vordergründig geschieht und unterschwellig dann aber z.T. starke Tendenzen erkennbar sind, dass genau das sogar übertrieben stark gemacht wird), oder weitere Geschlechterrollen bzw. -identitäten den bereits existierenden hinzufügen. Das bleibt in meinen Augen (z.T. weit) hinter meinem Ansatz zurück und öffnet einer erneuten Bedrohung meiner Handlungsfreiheit dadurch Tür und Tor, dass an mich nun die Erwartung gestellt werden kann, dass ich mich \frei\ für eine der vorgegebenen Geschlechterrollen entscheiden und dieser dann entsprechen muss. Im Diskurs wird dafür die Möglichkeit geschaffen, indem die Legitimität von Geschlechterrollen im Kern anerkannt wird. \n\nUnd das ist es, was mich annervt: dass in meinen Augen eine Chance vertan wird. Durch die Verweigerung der Partizipation an einer grundsätzlichen Dekonstruktion und Zersetzung von Geschlechterrollen wird denjenigen eine \Vorlage\ gegeben, die traditionalistische Ansichten bzgl. dieser Rollen perpetuieren, (aka Konservativen und Traditionalisten). Eine Vorlage, weil sie bei grundsätzlicher Akzeptanz von Geschlechterrollen ein leichteres Spiel haben, ihre traditionellen Rollenvorstellungen im Diskurs \am Leben zu erhalten\. \n\nNatürlich ist das alles nur meine aktuelle Position und ich kenne auch Argumente gegen die hier beschriebene Meinung. Ich will also nicht, dass der Post hier so verstanden wird, dass ich erwarte, dass man meine Meinung unkritisch übernimmt. \nIch würde mich einfach freuen, wenn der ein oder andere nun besser versteht, warum nicht nur Konservative ein Problem mit Katos Ansichten haben können, und vielleicht lassen sich einige LGBTQ+ Leute das ja mal durch den Kopf gehen. :)  "," 2 years ago (edited)  "," @IceQueenaliasIQ  "," UCkKJfrHzerbqgFBQLCrZ5aQ  "," 8  "," https://yt3.ggpht.com/ytc/AIdro_n92n-jpb68Ml5iEvkvrS5g92G9oXvEWAAYQD7jh5o=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1649017230.949808}"
"{cid: Ugyf9-33Lv9LxrfteVx4AaABAg.9NlMLzaPP5b9NlTwRiZIRP  "," Falls yoshis Eltern das hier lesen: Hallo! Ihr habt n tolles Kind, gut gemacht! 😁😂  "," 2 years ago  "," @Cato_nb  "," UCDBLczU-u5Yx-ftuIZpIC-w  "," 8  "," https://yt3.ggpht.com/ytc/AIdro_kwMkVD4O6r36U0lrsH7-uMB4jypVdLhgxcxcOmiqY=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1649017230.95135}"
"{cid: Ugyf9-33Lv9LxrfteVx4AaABAg.9NlMLzaPP5b9NlUSD5zxyh  "," Omg das ist ja echt sweet 💓  "," 2 years ago  "," @einfach.bentends  "," UCZ41r0uwhKdOH6C25yA9SFQ  "," 0  "," https://yt3.ggpht.com/1hvGLyUgGLkB7RV2ueyylRrK3cf3rElpHfXY49hUToA12RZEFdL8hEn_n8mlE7fIX2sZQRU=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1649017230.952921}"
"{cid: Ugyf9-33Lv9LxrfteVx4AaABAg.9NlMLzaPP5b9NlXyCYy0_i  "," Yoshiii ... so schön dich hier zu sehen! Vielleicht erinnerst du dich noch an Sarah? Eisdiele,t2m,..  hab dich so lang nicht mehr gesehen,ich hoff dir geht es gut! 🤍  "," 2 years ago  "," @sarahlu4030  "," UCG6IVqsStQPkNN0rYjy0e3w  "," 2  "," https://yt3.ggpht.com/ytc/AIdro_nDNoerHxFSQwHa-U7KRJkPKTJxA-O1eqPIyQotMps=s176-c-k-c0x00ffffff-no-rj  "," false  "," true  "," 1649017231.220759}"
